,,,,,,,,
,,,,,,,,
,,,,,,,,
,numero,nome,voto,voto add,partido,uf,proposicao,data
,52,Otto Alencar,P,NRV,PSD,BA,mpv 746 de 2016 plen,8.fev.2017
,53,Paulo Bauer,Sim,,PSDB,SC,mpv 746 de 2016 plen,8.fev.2017
,54,Paulo Paim,Não,,PT,RS,mpv 746 de 2016 plen,8.fev.2017
,55,Paulo Rocha,Não,,PT,PA,mpv 746 de 2016 plen,8.fev.2017
,56,Pedro Chaves,Sim,,PSC,MS,mpv 746 de 2016 plen,8.fev.2017
,57,Raimundo Lira,P,NRV,PMDB,PB,mpv 746 de 2016 plen,8.fev.2017
,58,Randolfe Rodrigues,Não,,REDE,AP,mpv 746 de 2016 plen,8.fev.2017
,59,Regina Sousa,Não,,PT,PI,mpv 746 de 2016 plen,8.fev.2017
,60,Reguffe,Sim,,S/SIGLA,DF,mpv 746 de 2016 plen,8.fev.2017
,61,Renan Calheiros,Sim,,PMDB,AL,mpv 746 de 2016 plen,8.fev.2017
,62,Ricardo Ferraço,P,NRV,PSDB,ES,mpv 746 de 2016 plen,8.fev.2017
,63,Roberto Muniz,P,NRV,PP,BA,mpv 746 de 2016 plen,8.fev.2017
,64,Roberto Requião,P,NRV,PMDB,PR,mpv 746 de 2016 plen,8.fev.2017
,65,Roberto Rocha,NCom,,PSB,MA,mpv 746 de 2016 plen,8.fev.2017
,66,Romário,P,NRV,PODEMOS,RJ,mpv 746 de 2016 plen,8.fev.2017
,67,Romero Jucá,Sim,,PMDB,RR,mpv 746 de 2016 plen,8.fev.2017
,68,Ronaldo Caiado,Sim,,DEM,GO,mpv 746 de 2016 plen,8.fev.2017
,69,Rose de Freitas,AP,,PMDB,ES,mpv 746 de 2016 plen,8.fev.2017
,70,Sérgio Petecão,NCom,,PSD,AC,mpv 746 de 2016 plen,8.fev.2017
,71,Simone Tebet,Sim,,PMDB,MS,mpv 746 de 2016 plen,8.fev.2017
,72,Tasso Jereissati,Sim,,PSDB,CE,mpv 746 de 2016 plen,8.fev.2017
,73,Thieres Pinto,Sim,,PTB,RR,mpv 746 de 2016 plen,8.fev.2017
,74,Valdir Raupp,Sim,,PMDB,RO,mpv 746 de 2016 plen,8.fev.2017
,75,Vanessa Grazziotin,Não,,PCDOB,AM,mpv 746 de 2016 plen,8.fev.2017
,76,Vicentinho Alves,P,NRV,PR,TO,mpv 746 de 2016 plen,8.fev.2017
,77,Waldemir Moka,Sim,,PMDB,MS,mpv 746 de 2016 plen,8.fev.2017
,78,Wellington Fagundes,Sim,,PR,MT,mpv 746 de 2016 plen,8.fev.2017
,79,Wilder Morais,Sim,,PP,GO,mpv 746 de 2016 plen,8.fev.2017
,80,Zeze Perrella,P,NRV,PMDB,MG,mpv 746 de 2016 plen,8.fev.2017
,0,Aécio Neves,Sim,,PSDB,MG,pec 55 de 2016 2t,13.dez.2016
,1,Aloysio Nunes Ferreira,Sim,,PSDB,SP,pec 55 de 2016 2t,13.dez.2016
,2,Alvaro Dias,Sim,,PODEMOS,PR,pec 55 de 2016 2t,13.dez.2016
,3,Ana Amélia,Sim,,PP,RS,pec 55 de 2016 2t,13.dez.2016
,4,Ângela Portela,Não,,PDT,RR,pec 55 de 2016 2t,13.dez.2016
,5,Antonio Anastasia,Sim,,PSDB,MG,pec 55 de 2016 2t,13.dez.2016
,6,Antonio Carlos Valadares,Sim,,PSB,SE,pec 55 de 2016 2t,13.dez.2016
,7,Armando Monteiro,Sim,,PTB,PE,pec 55 de 2016 2t,13.dez.2016
,8,Ataídes Oliveira,Sim,,PSDB,TO,pec 55 de 2016 2t,13.dez.2016
,9,Benedito de Lira,Sim,,PP,AL,pec 55 de 2016 2t,13.dez.2016
,10,Cidinho Santos,Sim,,PR,MT,pec 55 de 2016 2t,13.dez.2016
,11,Ciro Nogueira,Sim,,PP,PI,pec 55 de 2016 2t,13.dez.2016
,12,Cristovam Buarque,Sim,,PPS,DF,pec 55 de 2016 2t,13.dez.2016
,13,Dalirio Beber,Sim,,PSDB,SC,pec 55 de 2016 2t,13.dez.2016
,14,Dário Berger,Não,,PMDB,SC,pec 55 de 2016 2t,13.dez.2016
,15,Davi Alcolumbre,P,NRV,DEM,AP,pec 55 de 2016 2t,13.dez.2016
,16,Deca,Sim,,PSDB,PB,pec 55 de 2016 2t,13.dez.2016
,17,Edison Lobão,Sim,,PMDB,MA,pec 55 de 2016 2t,13.dez.2016
,18,Eduardo Amorim,Sim,,PSDB,SE,pec 55 de 2016 2t,13.dez.2016
,19,Eduardo Braga,Sim,,PMDB,AM,pec 55 de 2016 2t,13.dez.2016
,20,Elmano Férrer,Sim,,PMDB,PI,pec 55 de 2016 2t,13.dez.2016
,21,Eunício Oliveira,Sim,,PMDB,CE,pec 55 de 2016 2t,13.dez.2016
,22,Fátima Bezerra,Não,,PT ,RN,pec 55 de 2016 2t,13.dez.2016
,23,Fernando Bezerra Coelho,Sim,,PSB,PE,pec 55 de 2016 2t,13.dez.2016
,24,Fernando Collor,P,NRV,PTC,AL,pec 55 de 2016 2t,13.dez.2016
,25,Flexa Ribeiro,Sim,,PSDB,PA,pec 55 de 2016 2t,13.dez.2016
,26,Garibaldi Alves Filho,Sim,,PMDB,RN,pec 55 de 2016 2t,13.dez.2016
,27,Gladson Cameli,Sim,,PP,AC,pec 55 de 2016 2t,13.dez.2016
,28,Gleisi Hoffmann,Não,,PT,PR,pec 55 de 2016 2t,13.dez.2016
,29,Hélio José,Sim,,PMDB,DF,pec 55 de 2016 2t,13.dez.2016
,30,Humberto Costa,Não,,PT,PE,pec 55 de 2016 2t,13.dez.2016
,31,Ivo Cassol,Sim,,PP,RO,pec 55 de 2016 2t,13.dez.2016
,32,Jader Barbalho,NCom,,PMDB,PA,pec 55 de 2016 2t,13.dez.2016
,33,João Alberto Souza,P,NRV,PMDB,MA,pec 55 de 2016 2t,13.dez.2016
,34,João Capiberibe,Não,,PSB,AP,pec 55 de 2016 2t,13.dez.2016
,35,Jorge Viana,Não,,PT,AC,pec 55 de 2016 2t,13.dez.2016
,36,José Agripino,Sim,,DEM,RN,pec 55 de 2016 2t,13.dez.2016
,37,José Aníbal,Sim,,PSDB,SP,pec 55 de 2016 2t,13.dez.2016
,38,José Maranhão,Sim,,PMDB,PB,pec 55 de 2016 2t,13.dez.2016
,39,José Medeiros,Sim,,PSD ,MT,pec 55 de 2016 2t,13.dez.2016
,40,José Pimentel,Não,,PT,CE,pec 55 de 2016 2t,13.dez.2016
,41,Kátia Abreu,Não,,PMDB,TO,pec 55 de 2016 2t,13.dez.2016
,42,Lasier Martins,Sim,,PSD,RS,pec 55 de 2016 2t,13.dez.2016
,43,Lídice da Mata,Não,,PSB,BA,pec 55 de 2016 2t,13.dez.2016
,44,Lindbergh Farias,Não,,PT,RJ,pec 55 de 2016 2t,13.dez.2016
,45,Lúcia Vânia,Sim,,PSB,GO,pec 55 de 2016 2t,13.dez.2016
,46,Magno Malta,Sim,,PR,ES,pec 55 de 2016 2t,13.dez.2016
,47,Marcelo Crivella,P,NRV,PRB,RJ,pec 55 de 2016 2t,13.dez.2016
,48,Marta Suplicy,Sim,,PMDB,SP,pec 55 de 2016 2t,13.dez.2016
,49,Omar Aziz,Sim,,PSD,AM,pec 55 de 2016 2t,13.dez.2016
,50,Otto Alencar,Sim,,PSD,BA,pec 55 de 2016 2t,13.dez.2016
,51,Pastor Valadares,Sim,,PDT,RO,pec 55 de 2016 2t,13.dez.2016
,52,Paulo Bauer,Sim,,PSDB,SC,pec 55 de 2016 2t,13.dez.2016
,53,Paulo Paim,Não,,PT,RS,pec 55 de 2016 2t,13.dez.2016
,54,Paulo Rocha,Não,,PT,PA,pec 55 de 2016 2t,13.dez.2016
,55,Pedro Chaves,Sim,,PSC,MS,pec 55 de 2016 2t,13.dez.2016
,56,Pinto Itamaraty,Sim,,PSDB,MA,pec 55 de 2016 2t,13.dez.2016
,57,Raimundo Lira,Sim,,PMDB,PB,pec 55 de 2016 2t,13.dez.2016
,58,Randolfe Rodrigues,P,NRV,REDE,AP,pec 55 de 2016 2t,13.dez.2016
,59,Regina Sousa,Não,,PT,PI,pec 55 de 2016 2t,13.dez.2016
,60,Reguffe,Sim,,S/SIGLA,DF,pec 55 de 2016 2t,13.dez.2016
,61,Renan Calheiros,Presidente (art. 51 RISF),,PMDB,AL,pec 55 de 2016 2t,13.dez.2016
,62,Ricardo Ferraço,Sim,,PSDB,ES,pec 55 de 2016 2t,13.dez.2016
,63,Roberto Muniz,Sim,,PP,BA,pec 55 de 2016 2t,13.dez.2016
,64,Roberto Requião,Não,,PMDB,PR,pec 55 de 2016 2t,13.dez.2016
,65,Romário,LS,,PODEMOS,RJ,pec 55 de 2016 2t,13.dez.2016
,66,Romero Jucá,Sim,,PMDB,RR,pec 55 de 2016 2t,13.dez.2016
,67,Ronaldo Caiado,Sim,,DEM,GO,pec 55 de 2016 2t,13.dez.2016
,68,Rose de Freitas,P,NRV,PMDB,ES,pec 55 de 2016 2t,13.dez.2016
,69,Sérgio Petecão,Sim,,PSD,AC,pec 55 de 2016 2t,13.dez.2016
,70,Simone Tebet,Sim,,PMDB,MS,pec 55 de 2016 2t,13.dez.2016
,71,Tasso Jereissati,Sim,,PSDB,CE,pec 55 de 2016 2t,13.dez.2016
,72,Telmário Mota,Sim,,PTB,RR,pec 55 de 2016 2t,13.dez.2016
,73,Valdir Raupp,Sim,,PMDB,RO,pec 55 de 2016 2t,13.dez.2016
,74,Vanessa Grazziotin,Não,,PCDOB,AM,pec 55 de 2016 2t,13.dez.2016
,75,Vicentinho Alves,Sim,,PR,TO,pec 55 de 2016 2t,13.dez.2016
,76,Virginio de Carvalho,LP,,PSC,SE,pec 55 de 2016 2t,13.dez.2016
,77,Waldemir Moka,Sim,,PMDB,MS,pec 55 de 2016 2t,13.dez.2016
,78,Wellington Fagundes,Sim,,PR,MT,pec 55 de 2016 2t,13.dez.2016
,79,Wilder Morais,P,NRV,PP,GO,pec 55 de 2016 2t,13.dez.2016
,80,Zeze Perrella,P,NRV,PMDB,MG,pec 55 de 2016 2t,13.dez.2016
,0,Aécio Neves,Sim,,PSDB,MG,pec 55 de 2016 1t,29.nov.2016
,1,Aloysio Nunes Ferreira,Sim,,PSDB,SP,pec 55 de 2016 1t,29.nov.2016
,2,Alvaro Dias,Sim,,PODEMOS,PR,pec 55 de 2016 1t,29.nov.2016
,3,Ana Amélia,Sim,,PP,RS,pec 55 de 2016 1t,29.nov.2016
,4,Ângela Portela,Não,,PDT,RR,pec 55 de 2016 1t,29.nov.2016
,5,Antonio Anastasia,Sim,,PSDB,MG,pec 55 de 2016 1t,29.nov.2016
,6,Antonio Carlos Valadares,Sim,,PSB,SE,pec 55 de 2016 1t,29.nov.2016
,7,Armando Monteiro,Sim,,PTB,PE,pec 55 de 2016 1t,29.nov.2016
,8,Ataídes Oliveira,Sim,,PSDB,TO,pec 55 de 2016 1t,29.nov.2016
,9,Benedito de Lira,Sim,,PP,AL,pec 55 de 2016 1t,29.nov.2016
,10,Cidinho Santos,Sim,,PR,MT,pec 55 de 2016 1t,29.nov.2016
,11,Ciro Nogueira,Sim,,PP,PI,pec 55 de 2016 1t,29.nov.2016
,12,Cristovam Buarque,Sim,,PPS,DF,pec 55 de 2016 1t,29.nov.2016
,13,Dalirio Beber,Sim,,PSDB,SC,pec 55 de 2016 1t,29.nov.2016
,14,Dário Berger,Sim,,PMDB,SC,pec 55 de 2016 1t,29.nov.2016
,15,Davi Alcolumbre,Sim,,DEM,AP,pec 55 de 2016 1t,29.nov.2016
,16,Deca,Sim,,PSDB,PB,pec 55 de 2016 1t,29.nov.2016
,17,Edison Lobão,Sim,,PMDB,MA,pec 55 de 2016 1t,29.nov.2016
,18,Eduardo Amorim,Sim,,PSDB,SE,pec 55 de 2016 1t,29.nov.2016
,19,Eduardo Braga,Sim,,PMDB,AM,pec 55 de 2016 1t,29.nov.2016
,20,Elmano Férrer,Sim,,PMDB,PI,pec 55 de 2016 1t,29.nov.2016
,21,Eunício Oliveira,Sim,,PMDB,CE,pec 55 de 2016 1t,29.nov.2016
,22,Fátima Bezerra,Não,,PT ,RN,pec 55 de 2016 1t,29.nov.2016
,23,Fernando Bezerra Coelho,Sim,,PSB,PE,pec 55 de 2016 1t,29.nov.2016
,24,Fernando Collor,Sim,,PTC,AL,pec 55 de 2016 1t,29.nov.2016
,25,Flexa Ribeiro,Sim,,PSDB,PA,pec 55 de 2016 1t,29.nov.2016
,26,Garibaldi Alves Filho,Sim,,PMDB,RN,pec 55 de 2016 1t,29.nov.2016
,27,Gladson Cameli,Sim,,PP,AC,pec 55 de 2016 1t,29.nov.2016
,28,Gleisi Hoffmann,Não,,PT,PR,pec 55 de 2016 1t,29.nov.2016
,29,Hélio José,Sim,,PMDB,DF,pec 55 de 2016 1t,29.nov.2016
,30,Humberto Costa,Não,,PT,PE,pec 55 de 2016 1t,29.nov.2016
,31,Ivo Cassol,Sim,,PP,RO,pec 55 de 2016 1t,29.nov.2016
,32,Jader Barbalho,Sim,,PMDB,PA,pec 55 de 2016 1t,29.nov.2016
,33,João Alberto Souza,Sim,,PMDB,MA,pec 55 de 2016 1t,29.nov.2016
,34,João Capiberibe,Não,,PSB,AP,pec 55 de 2016 1t,29.nov.2016
,35,Jorge Viana,P,NRV,PT,AC,pec 55 de 2016 1t,29.nov.2016
,36,José Agripino,Sim,,DEM,RN,pec 55 de 2016 1t,29.nov.2016
,37,José Aníbal,Sim,,PSDB,SP,pec 55 de 2016 1t,29.nov.2016
,38,José Maranhão,Sim,,PMDB,PB,pec 55 de 2016 1t,29.nov.2016
,39,José Medeiros,Sim,,PSD ,MT,pec 55 de 2016 1t,29.nov.2016
,40,José Pimentel,Não,,PT,CE,pec 55 de 2016 1t,29.nov.2016
,41,Kátia Abreu,Não,,PMDB,TO,pec 55 de 2016 1t,29.nov.2016
,42,Lasier Martins,Sim,,PSD,RS,pec 55 de 2016 1t,29.nov.2016
,43,Lídice da Mata,Não,,PSB,BA,pec 55 de 2016 1t,29.nov.2016
,44,Lindbergh Farias,Não,,PT,RJ,pec 55 de 2016 1t,29.nov.2016
,45,Lúcia Vânia,Sim,,PSB,GO,pec 55 de 2016 1t,29.nov.2016
,46,Magno Malta,Sim,,PR,ES,pec 55 de 2016 1t,29.nov.2016
,47,Marcelo Crivella,Sim,,PRB,RJ,pec 55 de 2016 1t,29.nov.2016
,48,Marta Suplicy,Sim,,PMDB,SP,pec 55 de 2016 1t,29.nov.2016
,49,Omar Aziz,Sim,,PSD,AM,pec 55 de 2016 1t,29.nov.2016
,50,Otto Alencar,Sim,,PSD,BA,pec 55 de 2016 1t,29.nov.2016
,51,Pastor Valadares,Sim,,PDT,RO,pec 55 de 2016 1t,29.nov.2016
,52,Paulo Bauer,Sim,,PSDB,SC,pec 55 de 2016 1t,29.nov.2016
,53,Paulo Paim,Não,,PT,RS,pec 55 de 2016 1t,29.nov.2016
,54,Paulo Rocha,Não,,PT,PA,pec 55 de 2016 1t,29.nov.2016
,55,Pedro Chaves,Sim,,PSC,MS,pec 55 de 2016 1t,29.nov.2016
,56,Pinto Itamaraty,Sim,,PSDB,MA,pec 55 de 2016 1t,29.nov.2016
,57,Raimundo Lira,Sim,,PMDB,PB,pec 55 de 2016 1t,29.nov.2016
,58,Randolfe Rodrigues,Não,,REDE,AP,pec 55 de 2016 1t,29.nov.2016
,59,Regina Sousa,Não,,PT,PI,pec 55 de 2016 1t,29.nov.2016
,60,Reguffe,Sim,,S/SIGLA,DF,pec 55 de 2016 1t,29.nov.2016
,61,Renan Calheiros,Presidente (art. 51 RISF),,PMDB,AL,pec 55 de 2016 1t,29.nov.2016
,62,Ricardo Ferraço,Sim,,PSDB,ES,pec 55 de 2016 1t,29.nov.2016
,63,Roberto Muniz,Sim,,PP,BA,pec 55 de 2016 1t,29.nov.2016
,64,Roberto Requião,P,NRV,PMDB,PR,pec 55 de 2016 1t,29.nov.2016
,65,Romário,LS,,PODEMOS,RJ,pec 55 de 2016 1t,29.nov.2016
,66,Romero Jucá,Sim,,PMDB,RR,pec 55 de 2016 1t,29.nov.2016
,67,Ronaldo Caiado,Sim,,DEM,GO,pec 55 de 2016 1t,29.nov.2016
,68,Rose de Freitas,Sim,,PMDB,ES,pec 55 de 2016 1t,29.nov.2016
,69,Sérgio Petecão,Sim,,PSD,AC,pec 55 de 2016 1t,29.nov.2016
,70,Simone Tebet,Sim,,PMDB,MS,pec 55 de 2016 1t,29.nov.2016
,71,Tasso Jereissati,Sim,,PSDB,CE,pec 55 de 2016 1t,29.nov.2016
,72,Telmário Mota,P,NRV,PTB,RR,pec 55 de 2016 1t,29.nov.2016
,73,Valdir Raupp,Sim,,PMDB,RO,pec 55 de 2016 1t,29.nov.2016
,74,Vanessa Grazziotin,Não,,PCDOB,AM,pec 55 de 2016 1t,29.nov.2016
,75,Vicentinho Alves,Sim,,PR,TO,pec 55 de 2016 1t,29.nov.2016
,76,Virginio de Carvalho,AP,,PSC,SE,pec 55 de 2016 1t,29.nov.2016
,77,Waldemir Moka,Sim,,PMDB,MS,pec 55 de 2016 1t,29.nov.2016
,78,Wellington Fagundes,Sim,,PR,MT,pec 55 de 2016 1t,29.nov.2016
,79,Wilder Morais,Sim,,PP,GO,pec 55 de 2016 1t,29.nov.2016
,80,Zeze Perrella,Sim,,PMDB,MG,pec 55 de 2016 1t,29.nov.2016
,0,Acir Gurgacz,Sim,,PDT,RO,impeachment,31.ago.2016
,1,Aécio Neves,Sim,,PSDB,MG,impeachment,31.ago.2016
,2,Aloysio Nunes Ferreira,Sim,,PSDB,SP,impeachment,31.ago.2016
,3,Alvaro Dias,Sim,,PODEMOS,PR,impeachment,31.ago.2016
,4,Ana Amélia,Sim,,PP,RS,impeachment,31.ago.2016
,5,Ângela Portela,Não,,PDT,RR,impeachment,31.ago.2016
,6,Antonio Anastasia,Sim,,PSDB,MG,impeachment,31.ago.2016
,7,Antonio Carlos Valadares,Sim,,PSB,SE,impeachment,31.ago.2016
,8,Armando Monteiro,Não,,PTB,PE,impeachment,31.ago.2016
,9,Ataídes Oliveira,Sim,,PSDB,TO,impeachment,31.ago.2016
,10,Benedito de Lira,Sim,,PP,AL,impeachment,31.ago.2016
,11,Cássio Cunha Lima,Sim,,PSDB,PB,impeachment,31.ago.2016
,12,Cidinho Santos,Sim,,PR,MT,impeachment,31.ago.2016
,13,Ciro Nogueira,Sim,,PP,PI,impeachment,31.ago.2016
,14,Cristovam Buarque,Sim,,PPS,DF,impeachment,31.ago.2016
,15,Dalirio Beber,Sim,,PSDB,SC,impeachment,31.ago.2016
,16,Dário Berger,Sim,,PMDB,SC,impeachment,31.ago.2016
,17,Davi Alcolumbre,Sim,,DEM,AP,impeachment,31.ago.2016
,18,Edison Lobão,Sim,,PMDB,MA,impeachment,31.ago.2016
,19,Eduardo Amorim,Sim,,PSDB,SE,impeachment,31.ago.2016
,20,Eduardo Braga,Sim,,PMDB,AM,impeachment,31.ago.2016
,21,Eduardo Lopes,Sim,,PRB,RJ,impeachment,31.ago.2016
,22,Elmano Férrer,Não,,PMDB,PI,impeachment,31.ago.2016
,23,Eunício Oliveira,Sim,,PMDB,CE,impeachment,31.ago.2016
,24,Fátima Bezerra,Não,,PT ,RN,impeachment,31.ago.2016
,25,Fernando Bezerra Coelho,Sim,,PSB,PE,impeachment,31.ago.2016
,26,Fernando Collor,Sim,,PTC,AL,impeachment,31.ago.2016
,27,Flexa Ribeiro,Sim,,PSDB,PA,impeachment,31.ago.2016
,28,Garibaldi Alves Filho,Sim,,PMDB,RN,impeachment,31.ago.2016
,29,Gladson Cameli,Sim,,PP,AC,impeachment,31.ago.2016
,30,Gleisi Hoffmann,Não,,PT,PR,impeachment,31.ago.2016
,31,Hélio José,Sim,,PMDB,DF,impeachment,31.ago.2016
,32,Humberto Costa,Não,,PT,PE,impeachment,31.ago.2016
,33,Ivo Cassol,Sim,,PP,RO,impeachment,31.ago.2016
,34,Jader Barbalho,Sim,,PMDB,PA,impeachment,31.ago.2016
,35,João Alberto Souza,Sim,,PMDB,MA,impeachment,31.ago.2016
,36,João Capiberibe,Não,,PSB,AP,impeachment,31.ago.2016
,37,Jorge Viana,Não,,PT,AC,impeachment,31.ago.2016
,38,José Agripino,Sim,,DEM,RN,impeachment,31.ago.2016
,39,José Aníbal,Sim,,PSDB,SP,impeachment,31.ago.2016
,40,José Maranhão,Sim,,PMDB,PB,impeachment,31.ago.2016
,41,José Medeiros,Sim,,PSD ,MT,impeachment,31.ago.2016
,42,José Pimentel,Não,,PT,CE,impeachment,31.ago.2016
,43,Kátia Abreu,Não,,PMDB,TO,impeachment,31.ago.2016
,44,Lasier Martins,Sim,,PSD,RS,impeachment,31.ago.2016
,45,Lídice da Mata,Não,,PSB,BA,impeachment,31.ago.2016
,46,Lindbergh Farias,Não,,PT,RJ,impeachment,31.ago.2016
,47,Lúcia Vânia,Sim,,PSB,GO,impeachment,31.ago.2016
,48,Magno Malta,Sim,,PR,ES,impeachment,31.ago.2016
,49,Maria do Carmo Alves,Sim,,DEM,SE,impeachment,31.ago.2016
,50,Marta Suplicy,Sim,,PMDB,SP,impeachment,31.ago.2016
,51,Omar Aziz,Sim,,PSD,AM,impeachment,31.ago.2016
,52,Otto Alencar,Não,,PSD,BA,impeachment,31.ago.2016
,53,Paulo Bauer,Sim,,PSDB,SC,impeachment,31.ago.2016
,54,Paulo Paim,Não,,PT,RS,impeachment,31.ago.2016
,55,Paulo Rocha,Não,,PT,PA,impeachment,31.ago.2016
,56,Pedro Chaves,Sim,,PSC,MS,impeachment,31.ago.2016
,57,Raimundo Lira,Sim,,PMDB,PB,impeachment,31.ago.2016
,58,Randolfe Rodrigues,Não,,REDE,AP,impeachment,31.ago.2016
,59,Regina Sousa,Não,,PT,PI,impeachment,31.ago.2016
,60,Reguffe,Sim,,S/SIGLA,DF,impeachment,31.ago.2016
,61,Renan Calheiros,Sim,,PMDB,AL,impeachment,31.ago.2016
,62,Ricardo Ferraço,Sim,,PSDB,ES,impeachment,31.ago.2016
,63,Roberto Muniz,Não,,PP,BA,impeachment,31.ago.2016
,64,Roberto Requião,Não,,PMDB,PR,impeachment,31.ago.2016
,65,Roberto Rocha,Sim,,PSB,MA,impeachment,31.ago.2016
,66,Romário,Sim,,PODEMOS,RJ,impeachment,31.ago.2016
,67,Romero Jucá,Sim,,PMDB,RR,impeachment,31.ago.2016
,68,Ronaldo Caiado,Sim,,DEM,GO,impeachment,31.ago.2016
,69,Rose de Freitas,Sim,,PMDB,ES,impeachment,31.ago.2016
,70,Sérgio Petecão,Sim,,PSD,AC,impeachment,31.ago.2016
,71,Simone Tebet,Sim,,PMDB,MS,impeachment,31.ago.2016
,72,Tasso Jereissati,Sim,,PSDB,CE,impeachment,31.ago.2016
,73,Telmário Mota,Sim,,PTB,RR,impeachment,31.ago.2016
,74,Valdir Raupp,Sim,,PMDB,RO,impeachment,31.ago.2016
,75,Vanessa Grazziotin,Não,,PCDOB,AM,impeachment,31.ago.2016
,76,Vicentinho Alves,Sim,,PR,TO,impeachment,31.ago.2016
,77,Waldemir Moka,Sim,,PMDB,MS,impeachment,31.ago.2016
,78,Wellington Fagundes,Sim,,PR,MT,impeachment,31.ago.2016
,79,Wilder Morais,Sim,,PP,GO,impeachment,31.ago.2016
,80,Zeze Perrella,Sim,,PMDB,MG,impeachment,31.ago.2016
,0,Acir Gurgacz,Não,,PDT,RO,impeachment dest,31.ago.2016
,1,Aécio Neves,Sim,,PSDB,MG,impeachment dest,31.ago.2016
,2,Aloysio Nunes Ferreira,Sim,,PSDB,SP,impeachment dest,31.ago.2016
,3,Alvaro Dias,Sim,,PODEMOS,PR,impeachment dest,31.ago.2016
,4,Ana Amélia,Sim,,PP,RS,impeachment dest,31.ago.2016
,5,Ângela Portela,Não,,PDT,RR,impeachment dest,31.ago.2016
,6,Antonio Anastasia,Sim,,PSDB,MG,impeachment dest,31.ago.2016
,7,Antonio Carlos Valadares,Não,,PSB,SE,impeachment dest,31.ago.2016
,8,Armando Monteiro,Não,,PTB,PE,impeachment dest,31.ago.2016
,9,Ataídes Oliveira,Sim,,PSDB,TO,impeachment dest,31.ago.2016
,10,Benedito de Lira,Sim,,PP,AL,impeachment dest,31.ago.2016
,11,Cássio Cunha Lima,Sim,,PSDB,PB,impeachment dest,31.ago.2016
,12,Cidinho Santos,Não,,PR,MT,impeachment dest,31.ago.2016
,13,Ciro Nogueira,Sim,,PP,PI,impeachment dest,31.ago.2016
,14,Cristovam Buarque,Não,,PPS,DF,impeachment dest,31.ago.2016
,15,Dalirio Beber,Sim,,PSDB,SC,impeachment dest,31.ago.2016
,16,Dário Berger,Sim,,PMDB,SC,impeachment dest,31.ago.2016
,17,Davi Alcolumbre,Sim,,DEM,AP,impeachment dest,31.ago.2016
,18,Edison Lobão,Não,,PMDB,MA,impeachment dest,31.ago.2016
,19,Eduardo Amorim,Sim,,PSDB,SE,impeachment dest,31.ago.2016
,20,Eduardo Braga,Não,,PMDB,AM,impeachment dest,31.ago.2016
,21,Eduardo Lopes,Sim,,PRB,RJ,impeachment dest,31.ago.2016
,22,Elmano Férrer,Não,,PMDB,PI,impeachment dest,31.ago.2016
,23,Eunício Oliveira,Abstenção,,PMDB,CE,impeachment dest,31.ago.2016
,24,Fátima Bezerra,Não,,PT ,RN,impeachment dest,31.ago.2016
,25,Fernando Bezerra Coelho,Sim,,PSB,PE,impeachment dest,31.ago.2016
,26,Fernando Collor,Sim,,PTC,AL,impeachment dest,31.ago.2016
,27,Flexa Ribeiro,Sim,,PSDB,PA,impeachment dest,31.ago.2016
,28,Garibaldi Alves Filho,Sim,,PMDB,RN,impeachment dest,31.ago.2016
,29,Gladson Cameli,Sim,,PP,AC,impeachment dest,31.ago.2016
,30,Gleisi Hoffmann,Não,,PT,PR,impeachment dest,31.ago.2016
,31,Hélio José,Não,,PMDB,DF,impeachment dest,31.ago.2016
,32,Humberto Costa,Não,,PT,PE,impeachment dest,31.ago.2016
,33,Ivo Cassol,Sim,,PP,RO,impeachment dest,31.ago.2016
,34,Jader Barbalho,Não,,PMDB,PA,impeachment dest,31.ago.2016
,35,João Alberto Souza,Não,,PMDB,MA,impeachment dest,31.ago.2016
,36,João Capiberibe,Não,,PSB,AP,impeachment dest,31.ago.2016
,37,Jorge Viana,Não,,PT,AC,impeachment dest,31.ago.2016
,38,José Agripino,Sim,,DEM,RN,impeachment dest,31.ago.2016
,39,José Aníbal,Sim,,PSDB,SP,impeachment dest,31.ago.2016
,40,José Maranhão,Sim,,PMDB,PB,impeachment dest,31.ago.2016
,41,José Medeiros,Sim,,PSD ,MT,impeachment dest,31.ago.2016
,42,José Pimentel,Não,,PT,CE,impeachment dest,31.ago.2016
,43,Kátia Abreu,Não,,PMDB,TO,impeachment dest,31.ago.2016
,44,Lasier Martins,Sim,,PSD,RS,impeachment dest,31.ago.2016
,45,Lídice da Mata,Não,,PSB,BA,impeachment dest,31.ago.2016
,46,Lindbergh Farias,Não,,PT,RJ,impeachment dest,31.ago.2016
,47,Lúcia Vânia,Sim,,PSB,GO,impeachment dest,31.ago.2016
,48,Magno Malta,Sim,,PR,ES,impeachment dest,31.ago.2016
,49,Maria do Carmo Alves,Abstenção,,DEM,SE,impeachment dest,31.ago.2016
,50,Marta Suplicy,Sim,,PMDB,SP,impeachment dest,31.ago.2016
,51,Omar Aziz,Sim,,PSD,AM,impeachment dest,31.ago.2016
,52,Otto Alencar,Não,,PSD,BA,impeachment dest,31.ago.2016
,53,Paulo Bauer,Sim,,PSDB,SC,impeachment dest,31.ago.2016
,54,Paulo Paim,Não,,PT,RS,impeachment dest,31.ago.2016
,55,Paulo Rocha,Não,,PT,PA,impeachment dest,31.ago.2016
